chromosome	start	end	copyNumber	bafCount	observedBAF	baf	segmentStartSupport	segmentEndSupport	method	depthWindowCount	gcContent	minStart	maxStart	minorAlleleCopyNumber	majorAlleleCopyNumber
chr7	131514748	137268063	3.0178	3680	0.5851	0.6698	SGL	SGL	BAF_WEIGHTED	5507	0.4084	131514748	131514748	0.9964	2.0214
chr7	137268064	138017023	5.9962	352	0.6154	0.6731	SGL	BND	BAF_WEIGHTED	730	0.3974	137268064	137268064	1.9603	4.0359
chr7	138017024	138529867	6.6297	245	0.6538	0.7234	BND	BND	BAF_WEIGHTED	486	0.4103	138017024	138017024	1.8340	4.7958
chr7	138529868	138726921	13.8696	79	0.7927	0.8559	BND	INV	BAF_WEIGHTED	188	0.4260	138529868	138529868	1.9982	11.8714
chr7	138726922	138727365	14.8801	0	0.0000	0.8736	INV	INV	STRUCTURAL_VARIANT	0	0.0000	138726922	138726922	1.8814	12.9987
chr7	138727366	138792772	15.8906	89	0.8210	0.8816	INV	BND	BAF_WEIGHTED	64	0.4501	138727366	138727366	1.8814	14.0092
chr7	138792773	138873232	14.4477	69	0.7990	0.8611	BND	DEL	BAF_WEIGHTED	79	0.4408	138792773	138792773	2.0070	12.4407
chr7	138873233	139244960	13.4621	126	0.7940	0.8595	DEL	DEL	BAF_WEIGHTED	352	0.4261	138873233	138873233	1.8920	11.5701
chr7	139244961	139317770	14.2007	7	0.8011	0.8647	DEL	DEL	BAF_WEIGHTED	72	0.3907	139244961	139244961	1.9212	12.2795
chr7	139317771	139566673	8.6104	36	0.7276	0.8069	DEL	DEL	BAF_WEIGHTED	232	0.4510	139317771	139317771	1.6627	6.9478
chr7	139566674	139915267	14.8258	116	0.8024	0.8635	DEL	BND	BAF_WEIGHTED	341	0.4492	139566674	139566674	2.0233	12.8026
chr7	139915268	139916444	9.0826	0	0.0000	0.7915	BND	BND	STRUCTURAL_VARIANT	0	0.0000	139915268	139915268	1.8934	7.1892
chr7	139916445	140633671	11.3715	675	0.7637	0.8335	BND	BND	BAF_WEIGHTED	683	0.4530	139916445	139916445	1.8934	9.4781
chr7	140633672	140894023	11.9794	18	0.7674	0.8344	BND	SGL	BAF_WEIGHTED	236	0.4103	140633672	140633672	1.9842	9.9952
chr7	140894024	140982680	11.2772	21	0.7711	0.8432	SGL	DUP	BAF_WEIGHTED	84	0.4076	140894024	140894024	1.7681	9.5092
chr7	140982681	144160735	5.9921	1351	0.6082	0.6624	DUP	SGL	BAF_WEIGHTED	2508	0.4141	140982681	140982681	2.0231	3.9691
chr7	144160736	155693878	2.9497	8308	0.5828	0.6666	SGL	DEL	BAF_WEIGHTED	9535	0.4216	144160736	144160736	0.9835	1.9661
chr7	155693879	155727403	2.1376	0	0.0000	0.9198	DEL	DEL	BAF_WEIGHTED	33	0.3962	155693879	155693879	0.1715	1.9661
chr7	155727404	159345973	2.9875	2340	0.5804	0.6609	DEL	TELOMERE	BAF_WEIGHTED	3178	0.4702	155727404	155727404	1.0131	1.9744
chr8	1	4334863	3.9105	4812	0.5426	0.5123	TELOMERE	DEL	BAF_WEIGHTED	3417	0.4292	1	1	1.9071	2.0035
chr8	4334864	4334931	3.4686	0	0.0000	0.5982	DEL	DEL	STRUCTURAL_VARIANT	0	0.0000	4334864	4334864	1.3937	2.0749
chr8	4334932	21501240	4.0623	14497	0.5415	0.5108	DEL	SGL	BAF_WEIGHTED	14623	0.4040	4334932	4334932	1.9874	2.0749
chr8	21501241	23107911	3.0344	1026	0.5946	0.6882	SGL	BND	BAF_WEIGHTED	1483	0.4826	21501241	21501241	0.9460	2.0884
chr8	23107912	32713798	2.8242	6034	0.5831	0.6714	BND	BND	BAF_WEIGHTED	9175	0.4129	23107912	23107912	0.9280	1.8963
chr8	32713799	44955504	3.5654	7115	0.5461	0.5603	BND	CENTROMERE	BAF_WEIGHTED	10417	0.4101	32713799	32713799	1.5676	1.9979
chr8	44955505	54075370	3.7057	3353	0.5425	0.5410	CENTROMERE	INV	BAF_WEIGHTED	7438	0.3986	44955505	44955505	1.7007	2.0050
chr8	54075371	54192011	4.4941	0	0.0000	0.6216	INV	DUP	BAF_WEIGHTED	107	0.4268	54075371	54075371	1.7007	2.7934
chr8	54192012	54274172	5.5703	24	0.5457	0.5488	DUP	DUP	BAF_WEIGHTED	81	0.4321	54192012	54192012	2.5132	3.0571
chr8	54274173	54381132	4.7574	45	0.5600	0.5978	DUP	INV	BAF_WEIGHTED	105	0.4169	54274173	54274173	1.9133	2.8441
chr8	54381133	54424799	5.6830	12	0.6362	0.7081	INV	BND	BAF_WEIGHTED	40	0.4186	54381133	54381133	1.6589	4.0241
chr8	54424800	76397873	4.6827	12634	0.5781	0.6282	BND	DEL	BAF_WEIGHTED	20562	0.3855	54424800	54424800	1.7412	2.9416
chr8	76397874	76397906	4.1134	0	0.0000	0.5919	DEL	DEL	STRUCTURAL_VARIANT	0	0.0000	76397874	76397874	1.6786	2.4347
chr8	76397907	101593795	4.5919	13626	0.5812	0.6344	DEL	DEL	BAF_WEIGHTED	23472	0.3788	76397907	76397907	1.6786	2.9133
chr8	101593796	101593839	3.5981	0	0.0000	0.5335	DEL	DEL	STRUCTURAL_VARIANT	0	0.0000	101593796	101593796	1.6786	1.9194
chr8	101593840	101898025	4.8044	171	0.5694	0.6127	DEL	DEL	BAF_WEIGHTED	279	0.4090	101593840	101593840	1.8606	2.9438
chr8	101898026	102083331	2.8231	144	0.5615	0.6269	DEL	DEL	BAF_WEIGHTED	175	0.4026	101898026	101898026	1.0534	1.7697
chr8	102083332	119405026	4.5798	8577	0.5824	0.6363	DEL	BND	BAF_WEIGHTED	16475	0.3688	102083332	102083332	1.6656	2.9142
chr8	119405027	123366131	5.7738	2622	0.6401	0.7130	BND	DEL	BAF_WEIGHTED	3782	0.3952	119405027	119405027	1.6572	4.1166
chr8	123366132	123497143	4.8838	19	0.6437	0.7321	DEL	DEL	BAF_WEIGHTED	128	0.4398	123366132	123366132	1.3085	3.5753
chr8	123497144	129916017	5.8722	4006	0.6368	0.7067	DEL	DEL	BAF_WEIGHTED	6110	0.4096	123497144	123497144	1.7224	4.1498
chr8	129916018	130321410	5.0053	253	0.6028	0.6643	DEL	DEL	BAF_WEIGHTED	398	0.4266	129916018	129916018	1.6800	3.3253
chr8	130321411	140425856	5.8552	6395	0.6397	0.7115	DEL	DUP	BAF_WEIGHTED	9608	0.4185	130321411	130321411	1.6892	4.1660
chr8	140425857	140549091	6.8551	93	0.6778	0.7556	DUP	DUP	BAF_WEIGHTED	113	0.4833	140425857	140425857	1.6753	5.1798
chr8	140549092	141480757	6.0777	546	0.6538	0.7283	DUP	DUP	BAF_WEIGHTED	796	0.4766	140549092	140549092	1.6516	4.4262
chr8	141480758	141624643	7.5052	216	0.6857	0.7599	DUP	DUP	BAF_WEIGHTED	117	0.5502	141480758	141480758	1.8018	5.7034
chr8	141624644	142979191	6.2177	1315	0.6435	0.7130	DUP	DEL	BAF_WEIGHTED	930	0.5399	141624644	141624644	1.7843	4.4334
chr8	142979192	143012840	4.7090	28	0.7272	0.8719	DEL	DEL	BAF_WEIGHTED	29	0.4684	142979192	142979192	0.6030	4.1060
chr8	143012841	143937565	5.8701	774	0.6410	0.7132	DEL	DEL	BAF_WEIGHTED	539	0.5640	143012841	143012841	1.6836	4.1865
chr8	143937566	143973275	5.3431	4	0.7107	0.8291	DEL	DEL	BAF_WEIGHTED	12	0.6101	143937566	143937566	0.9132	4.4299
chr8	143973276	144002122	5.7227	0	0.0000	0.7272	DEL	DUP	BAF_WEIGHTED	15	0.5789	143973276	143973276	1.5612	4.1615
chr8	144002123	144004587	7.4747	0	0.0000	0.5567	DUP	DUP	NON_DIPLOID	1	0.4670	144002123	144002123	3.3132	4.1615
chr8	144004588	144536743	5.7431	75	0.6473	0.7246	DUP	DEL	BAF_WEIGHTED	279	0.5772	144004588	144004588	1.5815	4.1615
chr8	144536744	144736667	4.8279	68	0.5780	0.6263	DEL	DEL	BAF_WEIGHTED	158	0.5068	144536744	144536744	1.8040	3.0239
chr8	144736668	145138636	5.7137	390	0.6406	0.7144	DEL	TELOMERE	BAF_WEIGHTED	264	0.4750	144736668	144736668	1.6317	4.0820
chr9	1	25368808	3.0589	18860	0.5857	0.6697	TELOMERE	DEL	BAF_WEIGHTED	23489	0.3811	1	1	1.0104	2.0485
chr9	25368809	25370754	2.2594	0	0.0000	0.5528	DEL	DEL	STRUCTURAL_VARIANT	0	0.0000	25368809	25368809	1.0104	1.2491
chr9	25370755	44377362	3.0372	8487	0.5853	0.6694	DEL	CENTROMERE	BAF_WEIGHTED	12236	0.3998	25370755	25370755	1.0040	2.0332
chr9	44377363	77743521	3.0268	6143	0.5846	0.6685	CENTROMERE	DEL	BAF_WEIGHTED	8888	0.3913	44377363	44377363	1.0032	2.0235
chr9	77743522	77863839	2.0270	72	0.5447	0.5067	DEL	DEL	BAF_WEIGHTED	115	0.3821	77743522	77743522	1.0000	1.0270
chr9	77863840	90167911	3.0710	6511	0.5861	0.6702	DEL	DUP	BAF_WEIGHTED	11354	0.4069	77863840	77863840	1.0127	2.0584
chr9	90167912	90911042	3.3871	688	0.6012	0.6908	DUP	DUP	BAF_WEIGHTED	670	0.4046	90167912	90167912	1.0472	2.3399
chr9	90911043	99166229	3.0955	3110	0.5879	0.6731	DUP	DEL	BAF_WEIGHTED	7280	0.4417	90911043	90911043	1.0118	2.0836
chr9	99166230	99166795	1.5171	0	0.0000	0.6670	DEL	DEL	STRUCTURAL_VARIANT	0	0.0000	99166230	99166230	0.5053	1.0118
chr9	99166796	103641047	3.0045	2260	0.5868	0.6740	DEL	BND	BAF_WEIGHTED	4163	0.3750	99166796	99166796	0.9795	2.0250
chr9	103641048	129598205	3.6230	16156	0.5477	0.5675	BND	DUP	BAF_WEIGHTED	24516	0.4266	103641048	103641048	1.5668	2.0561
chr9	129598206	129637581	4.6048	33	0.6023	0.6689	DUP	DUP	BAF_WEIGHTED	33	0.5521	129598206	129598206	1.5244	3.0804
chr9	129637582	138394717	3.6004	5283	0.5489	0.5825	DUP	TELOMERE	BAF_WEIGHTED	6529	0.5217	129637582	129637582	1.5033	2.0971
chr10	1	3740000	3.7171	2985	0.6256	0.7269	TELOMERE	NONE	BAF_WEIGHTED	3412	0.4383	1	1	1.0151	2.7020
chr10	3740001	21156115	3.1183	12603	0.5903	0.6765	NONE	DUP	BAF_WEIGHTED	16534	0.4087	3740001	3740001	1.0088	2.1096
chr10	21156116	21172619	3.9020	4	0.6288	0.7278	DUP	DUP	BAF_WEIGHTED	15	0.4093	21156116	21156116	1.0620	2.8400
chr10	21172620	23779729	2.9490	566	0.5829	0.6675	DUP	SGL	BAF_WEIGHTED	2433	0.4067	21172620	21172620	0.9804	1.9686
chr10	23779730	23779752	2.2814	0	0.0000	0.5687	SGL	SGL	STRUCTURAL_VARIANT	0	0.0000	23779730	23779730	0.9841	1.2973
chr10	23779753	40640101	2.9770	10752	0.5844	0.6694	SGL	CENTROMERE	BAF_WEIGHTED	13870	0.4040	23779753	23779753	0.9841	1.9930
chr10	40640102	44999243	3.3319	2608	0.5986	0.6867	CENTROMERE	BND	BAF_WEIGHTED	2357	0.4443	40640102	40640102	1.0440	2.2879
chr10	44999244	45000842	4.2145	0	0.0000	0.7651	BND	SGL	STRUCTURAL_VARIANT	0	0.0000	44999244	44999244	0.9900	3.2246
chr10	45000843	58266760	3.1961	8187	0.5981	0.6903	SGL	SGL	BAF_WEIGHTED	10219	0.3809	45000843	45000843	0.9900	2.2061
chr10	58266761	58423415	10.1315	87	0.8079	0.8991	SGL	BND	BAF_WEIGHTED	143	0.3798	58266761	58266761	1.0226	9.1089
chr10	58423416	58646244	11.1561	314	0.8159	0.9001	BND	INV	BAF_WEIGHTED	208	0.3804	58423416	58423416	1.1149	10.0412
chr10	58646245	58646470	12.6754	0	0.0000	0.9120	INV	INV	STRUCTURAL_VARIANT	0	0.0000	58646245	58646245	1.1149	11.5605
chr10	58646471	58648135	12.2465	0	0.0000	0.9090	INV	INV	BAF_WEIGHTED	1	0.3290	58646471	58646471	1.1149	11.1316
chr10	58648136	58648711	13.0871	0	0.0000	0.9148	INV	INV	STRUCTURAL_VARIANT	0	0.0000	58648136	58648136	1.1149	11.9721
chr10	58648712	58996772	11.9309	153	0.8281	0.9106	INV	INV	BAF_WEIGHTED	324	0.3886	58648712	58648712	1.0666	10.8643
chr10	58996773	58996951	9.4623	0	0.0000	0.8873	INV	INV	STRUCTURAL_VARIANT	0	0.0000	58996773	58996773	1.0666	8.3956
chr10	58996952	59005000	6.9936	7	0.7623	0.8748	INV	NONE	BAF_WEIGHTED	8	0.4117	58996952	58996952	0.8755	6.1181
chr10	59005001	95554392	3.2271	19539	0.5944	0.6820	NONE	DUP	BAF_WEIGHTED	33393	0.4094	59005001	59005001	1.0263	2.2007
chr10	95554393	95644891	3.9576	102	0.6490	0.7619	DUP	DUP	BAF_WEIGHTED	85	0.4417	95554393	95554393	0.9423	3.0152
chr10	95644892	100969077	3.1747	2947	0.5958	0.6861	DUP	DUP	BAF_WEIGHTED	4980	0.4348	95644892	95644892	0.9967	2.1780
chr10	100969078	101037645	4.2953	45	0.6408	0.7391	DUP	DUP	BAF_WEIGHTED	52	0.5530	100969078	100969078	1.1205	3.1749
chr10	101037646	104840769	3.1188	1581	0.5986	0.6929	DUP	DUP	BAF_WEIGHTED	3614	0.4548	101037646	101037646	0.9577	2.1612
chr10	104840770	104840851	4.4014	0	0.0000	0.7780	DUP	DUP	STRUCTURAL_VARIANT	0	0.0000	104840770	104840770	0.9772	3.4243
chr10	104840852	113313000	3.1779	6437	0.5990	0.6925	DUP	NONE	BAF_WEIGHTED	8061	0.3960	104840852	104840852	0.9772	2.2007
chr10	113313001	125066253	4.4412	7549	0.6631	0.7730	NONE	DEL	BAF_WEIGHTED	11254	0.4324	113313001	113313001	1.0080	3.4333
chr10	125066254	125116717	2.1217	25	0.5254	0.5287	DEL	DEL	BAF_WEIGHTED	49	0.4801	125066254	125066254	1.0000	1.1217
chr10	125116718	133797422	4.4849	6691	0.6625	0.7711	DEL	TELOMERE	BAF_WEIGHTED	7511	0.4642	125116718	125116718	1.0266	3.4583
chr11	1	549788	3.9092	348	0.6466	0.7592	TELOMERE	DUP	BAF_WEIGHTED	203	0.5541	1	1	0.9414	2.9678
chr11	549789	589110	5.2014	49	0.6714	0.7703	DUP	DUP	BAF_WEIGHTED	20	0.6171	549789	549789	1.1950	4.0064
chr11	589111	655271	3.8279	45	0.6250	0.7230	DUP	SGL	BAF_WEIGHTED	36	0.5785	589111	589111	1.0604	2.7674
chr11	655272	673599	5.0101	30	0.6802	0.7880	SGL	DUP	BAF_WEIGHTED	14	0.5129	655272	655272	1.0620	3.9481
chr11	673600	792922	5.8536	124	0.7220	0.8358	DUP	DUP	BAF_WEIGHTED	80	0.5639	673600	673600	0.9613	4.8923
chr11	792923	21016752	5.1005	15450	0.6884	0.7991	DUP	DUP	BAF_WEIGHTED	17600	0.4294	792923	792923	1.0246	4.0759
chr11	21016753	21759000	5.8604	694	0.7194	0.8315	DUP	NONE	BAF_WEIGHTED	709	0.3709	21016753	21016753	0.9876	4.8728
chr11	21759001	22023047	4.9418	363	0.6825	0.7933	NONE	DEL	BAF_WEIGHTED	245	0.3638	21759001	21759001	1.0215	3.9203
chr11	22023048	22071083	3.7299	1	0.6667	0.8008	DEL	DEL	BAF_WEIGHTED	43	0.3631	22023048	22023048	0.7431	2.9868
chr11	22071084	22157075	4.7321	39	0.6569	0.7564	DEL	BND	BAF_WEIGHTED	83	0.3659	22071084	22071084	1.1529	3.5792
chr11	22157076	22157090	5.2576	0	0.0000	0.8147	BND	BND	STRUCTURAL_VARIANT	0	0.0000	22157076	22157076	0.9743	4.2832
chr11	22157091	23241538	4.6605	940	0.6770	0.7909	BND	DUP	BAF_WEIGHTED	1003	0.3610	22157091	22157091	0.9743	3.6862
chr11	23241539	34492979	5.2478	5265	0.6997	0.8129	DUP	SGL	BAF_WEIGHTED	10510	0.3790	23241539	23241539	0.9821	4.2657
chr11	34492980	34492994	5.8504	0	0.0000	0.8321	SGL	SGL	STRUCTURAL_VARIANT	0	0.0000	34492980	34492980	0.9821	4.8683
chr11	34492995	35299772	5.2788	901	0.6923	0.8016	SGL	INV	BAF_WEIGHTED	767	0.4081	34492995	34492995	1.0474	4.2314
chr11	35299773	45742742	4.0655	6713	0.6424	0.7477	INV	DUP	BAF_WEIGHTED	9850	0.3945	35299773	35299773	1.0255	3.0400
chr11	45742743	45749870	4.8612	5	0.5446	0.5483	DUP	DUP	BAF_WEIGHTED	6	0.4498	45742743	45742743	2.1957	2.6655
chr11	45749871	50391293	3.9717	356	0.6428	0.7505	DUP	SGL	BAF_WEIGHTED	2929	0.4425	45749871	45749871	0.9911	2.9806
chr11	50391294	52751710	4.1622	48	0.6322	0.7276	SGL	CENTROMERE	BAF_WEIGHTED	385	0.3700	50391294	50391294	1.1338	3.0285
chr11	52751711	55682487	4.0967	1488	0.6378	0.7373	CENTROMERE	BND	BAF_WEIGHTED	698	0.3659	52751711	52751711	1.0761	3.0206
chr11	55682488	55834385	5.8204	434	0.7143	0.8248	BND	BND	BAF_WEIGHTED	123	0.3497	55682488	55682488	1.0200	4.8004
chr11	55834386	55910814	6.3795	81	0.7380	0.8499	BND	INV	BAF_WEIGHTED	37	0.3552	55834386	55834386	0.9573	5.4222
chr11	55910815	56293075	7.3181	308	0.7625	0.8701	INV	INV	BAF_WEIGHTED	347	0.3486	55910815	55910815	0.9510	6.3672
chr11	56293076	56293129	8.0909	0	0.0000	0.8825	INV	SGL	STRUCTURAL_VARIANT	0	0.0000	56293076	56293076	0.9510	7.1399
chr11	56293130	56293381	7.1236	0	0.0000	0.8665	SGL	INV	STRUCTURAL_VARIANT	0	0.0000	56293130	56293130	0.9510	6.1727
chr11	56293382	56614107	7.8964	189	0.7699	0.8724	INV	INV	BAF_WEIGHTED	285	0.3581	56293382	56293382	1.0073	6.8891
chr11	56614108	56731231	3.1090	5	0.5614	0.6217	INV	DUP	BAF_WEIGHTED	86	0.3626	56614108	56614108	1.1763	1.9327
chr11	56731232	56732876	5.1297	0	0.0000	0.7707	DUP	INV	STRUCTURAL_VARIANT	0	0.0000	56731232	56731232	1.1763	3.9534
chr11	56732877	56749213	7.2102	3	0.7909	0.9119	INV	INV	BAF_WEIGHTED	15	0.3798	56732877	56732877	0.6349	6.5752
chr11	56749214	56773536	7.9636	2	0.8078	0.9247	INV	INV	BAF_WEIGHTED	19	0.3678	56749214	56749214	0.5996	7.3640
chr11	56773537	65396500	3.0738	4033	0.5847	0.6671	INV	NONE	BAF_WEIGHTED	7533	0.4555	56773537	56773537	1.0233	2.0505
chr11	65396501	65573904	2.4029	84	0.5892	0.7005	NONE	DUP	BAF_WEIGHTED	146	0.5169	65396001	65397001	0.7197	1.6832
chr11	65573905	65646397	4.4110	23	0.6383	0.7324	DUP	DUP	BAF_WEIGHTED	41	0.5964	65573905	65573905	1.1806	3.2305
chr11	65646398	73228134	3.1469	3943	0.5747	0.6458	DUP	INV	BAF_WEIGHTED	6080	0.4953	65646398	65646398	1.1145	2.0324
chr11	73228135	73228391	4.9663	0	0.0000	0.7756	INV	DUP	STRUCTURAL_VARIANT	0	0.0000	73228135	73228135	1.1145	3.8518
chr11	73228392	76033425	3.1926	1209	0.5743	0.6442	DUP	INV	BAF_WEIGHTED	2628	0.4452	73228392	73228392	1.1360	2.0566
chr11	76033426	78648360	4.2187	847	0.6351	0.7312	INV	DEL	BAF_WEIGHTED	2390	0.4385	76033426	76033426	1.1341	3.0846
chr11	78648361	78992846	3.3882	119	0.5855	0.6599	DEL	DEL	BAF_WEIGHTED	333	0.4472	78648361	78648361	1.1522	2.2360
chr11	78992847	81822178	4.2316	2133	0.6324	0.7263	DEL	INV	BAF_WEIGHTED	2734	0.3853	78992847	78992847	1.1584	3.0733
chr11	81822179	86689896	3.1451	2222	0.5764	0.6493	INV	DEL	BAF_WEIGHTED	4558	0.3799	81822179	81822179	1.1029	2.0421
chr11	86689897	86732951	1.9923	65	0.6957	0.9904	DEL	DEL	BAF_WEIGHTED	41	0.3835	86689897	86689897	0.0191	1.9731
chr11	86732952	90935259	3.1635	3744	0.5768	0.6496	DEL	INV	BAF_WEIGHTED	2875	0.3705	86732952	86732952	1.1084	2.0551
chr11	90935260	92668169	4.1372	1083	0.6296	0.7236	INV	SGL	BAF_WEIGHTED	1612	0.3695	90935260	90935260	1.1437	2.9935
chr11	92668170	92668170	3.7680	0	0.0000	0.6965	SGL	BND	STRUCTURAL_VARIANT	0	0.0000	92668170	92668170	1.1437	2.6243
chr11	92668171	94310304	4.2146	973	0.6321	0.7262	BND	SGL	BAF_WEIGHTED	1513	0.4043	92668171	92668171	1.1540	3.0606
chr11	94310305	94310318	4.8262	0	0.0000	0.7609	SGL	SGL	STRUCTURAL_VARIANT	0	0.0000	94310305	94310305	1.1540	3.6722
chr11	94310319	95778066	4.2674	643	0.6383	0.7355	SGL	DUP	BAF_WEIGHTED	1349	0.3989	94310319	94310319	1.1286	3.1387
chr11	95778067	98550470	3.1369	1419	0.5730	0.6428	DUP	INV	BAF_WEIGHTED	2602	0.3640	95778067	95778067	1.1205	2.0165
chr11	98550471	100718264	4.1009	1657	0.6322	0.7289	INV	DEL	BAF_WEIGHTED	2035	0.3554	98550471	98550471	1.1117	2.9892
chr11	100718265	100830325	3.0847	38	0.5934	0.6844	DEL	DEL	BAF_WEIGHTED	109	0.3912	100718265	100718265	0.9736	2.1111
chr11	100830326	101279019	4.1587	148	0.6323	0.7277	DEL	DUP	BAF_WEIGHTED	417	0.3730	100830326	100830326	1.1322	3.0264
chr11	101279020	101865978	5.2072	362	0.6780	0.7806	DUP	DUP	BAF_WEIGHTED	529	0.3750	101279020	101279020	1.1427	4.0645
chr11	101865979	106165700	4.1433	2830	0.6366	0.7354	DUP	DUP	BAF_WEIGHTED	4089	0.3700	101865979	101865979	1.0964	3.0468
chr11	106165701	112649916	3.1402	4141	0.5742	0.6453	DUP	DUP	BAF_WEIGHTED	6137	0.3945	106165701	106165701	1.1139	2.0263
chr11	112649917	112664249	4.6215	10	0.6456	0.7401	DUP	DUP	BAF_WEIGHTED	14	0.4538	112649917	112649917	1.2010	3.4204
chr11	112664250	117418328	3.2413	2638	0.5756	0.6451	DUP	DUP	BAF_WEIGHTED	4538	0.4348	112664250	112664250	1.1505	2.0908
chr11	117418329	117471313	4.3734	60	0.6270	0.7141	DUP	DUP	BAF_WEIGHTED	47	0.5122	117418329	117418329	1.2503	3.1231
chr11	117471314	127249717	3.2325	5878	0.5762	0.6466	DUP	DEL	BAF_WEIGHTED	9303	0.4444	117471314	117471314	1.1422	2.0903
chr11	127249718	127249845	1.5251	0	0.0000	0.7490	DEL	DEL	STRUCTURAL_VARIANT	0	0.0000	127249718	127249718	0.3829	1.1422
chr11	127249846	134302228	3.2542	4723	0.5759	0.6460	DEL	INV	BAF_WEIGHTED	6643	0.4230	127249846	127249846	1.1520	2.1022
chr11	134302229	134666877	4.2270	330	0.6319	0.7254	INV	DEL	BAF_WEIGHTED	328	0.4920	134302229	134302229	1.1606	3.0664
chr11	134666878	134693678	3.1449	55	0.5645	0.6260	DEL	DEL	BAF_WEIGHTED	26	0.4466	134666878	134666878	1.1761	1.9688
chr11	134693679	135086622	4.1556	322	0.6272	0.7188	DEL	TELOMERE	BAF_WEIGHTED	312	0.4472	134693679	134693679	1.1687	2.9868
chr12	1	1062219	2.9354	644	0.7485	0.9994	TELOMERE	SGL	BAF_WEIGHTED	909	0.4475	1	1	0.0017	2.9337
chr12	1062220	1501788	4.3263	475	0.7952	0.9998	SGL	DEL	BAF_WEIGHTED	421	0.3926	1062220	1062220	0.0008	4.3255
chr12	1501789	6254142	3.2691	3294	0.7562	0.9926	DEL	BND	BAF_WEIGHTED	4456	0.4559	1501789	1501789	0.0241	3.2450
chr12	6254143	6464067	2.9721	150	0.7549	1.0121	BND	BND	BAF_WEIGHTED	194	0.4949	6254143	6254143	0.0000	2.9721
chr12	6464068	6464597	5.1900	0	0.0000	1.0069	BND	INV	STRUCTURAL_VARIANT	0	0.0000	6464068	6464068	0.0000	5.1900
chr12	6464598	6534506	3.8629	52	0.7908	1.0166	INV	BND	BAF_WEIGHTED	62	0.4642	6464598	6464598	0.0000	3.8629
chr12	6534507	9056568	3.0292	1321	0.7528	1.0084	BND	DEL	BAF_WEIGHTED	1974	0.4397	6534507	6534507	0.0000	3.0292
chr12	9056569	9274638	4.4179	264	0.7961	0.9972	DEL	INF	BAF_WEIGHTED	204	0.3791	9056569	9056569	0.0126	4.4054
chr12	9274639	9274639	6.9835	0	0.0000	1.0011	INF	BND	STRUCTURAL_VARIANT	0	0.0000	9274639	9274639	0.0000	6.9835
chr12	9274640	18098000	3.0299	4825	0.7519	1.0025	BND	NONE	BAF_WEIGHTED	7946	0.3876	9274640	9274640	0.0000	3.0299
chr12	18098001	19006740	3.5683	770	0.7651	0.9881	NONE	BND	BAF_WEIGHTED	869	0.3624	18097001	18099001	0.0426	3.5257
chr12	19006741	19634632	4.6829	260	0.8117	1.0114	BND	INV	BAF_WEIGHTED	607	0.3951	19006741	19006741	0.0000	4.6829
chr12	19634633	20315051	5.2321	637	0.8218	1.0063	INV	INV	BAF_WEIGHTED	656	0.3758	19634633	19634633	0.0000	5.2321
chr12	20315052	20323651	5.4827	13	0.8205	0.9959	INV	INV	BAF_WEIGHTED	7	0.3744	20315052	20315052	0.0226	5.4600
chr12	20323652	20715120	5.5398	221	0.8241	0.9996	INV	DEL	BAF_WEIGHTED	370	0.3571	20323652	20323652	0.0022	5.5376
chr12	20715121	20835551	5.1558	115	0.8098	0.9894	DEL	BND	BAF_WEIGHTED	96	0.3640	20715121	20715121	0.0547	5.1011
chr12	20835552	21087703	4.3843	498	0.7955	0.9983	BND	BND	BAF_WEIGHTED	241	0.3555	20835552	20835552	0.0076	4.3767
chr12	21087704	22457970	4.9888	620	0.8101	0.9966	BND	DEL	BAF_WEIGHTED	1240	0.3707	21087704	21087704	0.0171	4.9717
chr12	22457971	23052777	5.2542	230	0.8128	0.9914	DEL	BND	BAF_WEIGHTED	573	0.3740	22457971	22457971	0.0452	5.2090
chr12	23052778	23059748	5.1999	1	0.8286	1.0182	BND	BND	BAF_WEIGHTED	6	0.3832	23052778	23052778	0.0000	5.1999
chr12	23059749	23089624	6.1985	3	0.8081	0.9572	BND	BND	BAF_WEIGHTED	22	0.3631	23059749	23059749	0.2652	5.9333
chr12	23089625	23089831	7.0064	0	0.0000	1.0000	BND	BND	STRUCTURAL_VARIANT	0	0.0000	23089625	23089625	0.0000	7.0064
chr12	23089832	23421847	6.5897	84	0.8435	1.0000	BND	INV	BAF_WEIGHTED	306	0.3686	23089832	23089832	0.0000	6.5897
chr12	23421848	25313069	7.0806	1170	0.8495	0.9977	INV	BND	BAF_WEIGHTED	1840	0.3708	23421848	23421848	0.0163	7.0643
chr12	25313070	25871823	6.4079	376	0.8412	1.0009	BND	BND	BAF_WEIGHTED	508	0.3874	25313070	25313070	0.0000	6.4079
chr12	25871824	26517219	5.7785	490	0.8289	0.9990	BND	BND	BAF_WEIGHTED	623	0.3974	25871824	25871824	0.0057	5.7727
chr12	26517220	26579050	5.0685	1	0.7921	0.9543	BND	BND	BAF_WEIGHTED	61	0.3772	26517220	26517220	0.2314	4.8371
chr12	26579051	27357687	4.6605	662	0.8025	0.9972	BND	DEL	BAF_WEIGHTED	689	0.3893	26579051	26579051	0.0130	4.6476
chr12	27357688	27372379	4.0936	8	0.8052	1.0289	DEL	DEL	BAF_WEIGHTED	14	0.3634	27357688	27357688	0.0000	4.0936
